asin,product_title,product_price,product_original_price,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations
B07ZHPCJW3,OnePlus 7T 8GB RAM 128GB ROM US Model HD1905 Factory Unlocked 6.55 inch AMOLED 90Hz Display Dual SIM Frosted Silver US Warranty,470.121,470.121,3.8,20,1,419.274,False,False,False,False,100,"FREE delivery Tue, Sep 24",False
B07VCB7P1L,Kyocera DuraForce Pro 2 with Sapphire Shield E6910 Black - Verizon (Renewed),72.25,91.0,3.5,381,7,64.3,False,False,True,True,50,"FREE delivery Tue, Sep 24",False
B084KS5WYC,Samsung Galaxy A10e 32GB A102U GSM Unlocked Phone - Black (Renewed),69.07,77.0,3.9,3440,26,68.95,False,False,False,True,500,"FREE delivery Sat, Sep 21",False
B0CNL663BM,Apple iPhone 8 64GB Unlocked - Gray,120.0,139.0,4.1,269,10,89.99,False,False,False,False,1000,"FREE delivery Sat, Sep 21",False
B08NFCZGJF,"Samsung Galaxy A01 SM-A015A 16GB 5.7” Single-SIM Android Smartphone (Renewed) (Black, GSM Unlocked)",68.0,68.0,3.8,310,2,67.89,False,False,True,True,100,"FREE delivery Tue, Sep 24 Only 20 left in stock - order soon.",False
B092499CS7,"AT&amp;T CL82267 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black &amp; Wood Grain Finish",46.49,65.95,4.3,7573,2,32.72,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B0D79Z15XR,Samsung Galaxy A15 5G + 4G LTE (256GB + 8GB) Unlocked (T-Mobile Mint Tello &amp; Global) SM-A156M/DSN Dual Sim Warranty Latin America 6.5&quot; 50MP Triple + (15W Wall Charger) (Blue/Black 1 Year Latin),174.99,174.99,4.083860759493671,0,1,174.99,False,False,True,False,100,"FREE delivery Fri, Sep 27 Only 8 left in stock - order soon.",False
B0CF2PV74C,Motorola Moto G54 Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Blue) - International Version,154.98,177.0,4.4,1073,6,139.5,False,False,True,False,200,"FREE delivery Tue, Sep 24",False
B0CGTKM9WC,"Google Pixel 8 - Unlocked Android Smartphone with Advanced Pixel Camera, 24-Hour Battery, and Powerful Security - Hazel - 128 GB",499.0,699.0,4.3,2391,5,475.0,False,False,True,True,400,"FREE delivery Tue, Sep 24",True
B0CXTBZWQH,"DOOGEE N55 Android 14 Cell Phone,9GB+128GB Expandable 1TB Android Phone,6.56&quot; HD+ 90Hz Unlocked Cell Phone,5150mAh Battery,13MP+8MP,Dual SIM 4G Phone,Face Unlock,OTG/T-Mobile",139.99,139.99,4.4,48,1,139.99,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B09VD33WHW,Samsung Galaxy S22 Ultra 5G Unlocked - 128GB - Black (Renewed),389.0,389.0,3.9,3876,34,339.0,False,False,False,False,1000,"FREE delivery Sep 23 - 24 Or fastest delivery Tomorrow, Sep 20",True
B0B8F1S1XG,"AT&amp;T CL82219 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black",51.6,65.95,4.3,574,6,27.67,False,False,True,False,500,"FREE delivery Tue, Sep 24",False
B0CD8YMKWC,"SAMSUNG Galaxy S23 FE Cell Phone, 256GB, Unlocked Android Smartphone, Long Battery Life, Premium Processor, Tough Gorilla Glass Display, Hi-Res 50MP Camera, US Version, 2023, Cream",559.99,659.99,4.5,1159,2,451.85,False,False,True,True,100,"FREE delivery Tue, Sep 24",True
B0D96WTMNT,"SAMSUNG Galaxy A15 5G (SM-156M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Blue)",162.5,162.5,4.3,42,5,127.7,False,False,True,False,500,"FREE delivery Fri, Sep 27 Only 20 left in stock - order soon.",True
B096YK3RN9,"SAMSUNG Galaxy S21+ Plus G996U| Fully Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB - Phantom Silver - (Renewed)",246.0,246.0,4.0,1340,21,187.0,False,False,False,True,100,"FREE delivery Tomorrow, Sep 20 Only 5 left in stock - order soon.",True
B0BTTQGVVW,"Cat S22 Flip (16GB) 2.8&quot; Touchscreen, Android 11, IP68 Water Resistant, 4G LTE GSM (T-Mobile Unlocked for MetroPCS, Global) (Black)",64.94,64.94,3.9,1492,9,49.9,False,False,False,False,1000,FREE delivery,False
B0BHHJV7W9,"AT&amp;T CL82507 DECT 6.0 5-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver (CL82507)",117.77,117.77,4.3,20608,4,57.19,False,False,True,False,500,"FREE delivery Tue, Sep 24",False
B0DB88HK1Z,Reno 11 Pro Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 8GB+256GB Android 13 Smartphone 6000 mAh Large Battery Unlocked Phone 50MP+13MP Camera Dual SIM (Rock Grey),99.99,119.99,2.8,6,1,99.99,False,False,True,False,469,"FREE delivery Wed, Sep 25",True
B0BP8GMBPF,ONEPLUS 10T | Moonstone Black | 5G Unlocked Android Smartphone U.S Version | 8GB RAM+128GB Storage (Renewed),204.95,389.0,3.8,73,1,204.95,False,False,True,False,200,"FREE delivery Tue, Sep 24",False
B0D6YZ4PQB,"CUBOT KingKong X Rugged Smartphone 5G- 32GB RAM+512GB ROM Cell Phones, 10200mAh Battery, 100MP Camera, 6.58&quot; FHD+1.85&quot; Dual Screen, IP68/IP69K Phone Unlocked, 5G Dual SIM Android 14 Phone, NFC/GPS/OTG",399.99,399.99,4.1,56,1,399.99,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B0CBNMDSTH,TCL FLIP 4056W 4GB 4G Unlocked GSM Flip Phone - for Senior Easy Use Gray,62.99,62.99,3.6,15,1,62.99,False,False,False,False,100,"FREE delivery Sep 24 - 26 Or fastest delivery Mon, Sep 23",False
B0BLD393H7,"Nokia 2780 Flip | Unlocked | KaiOS | Verizon, AT&amp;T, T-Mobile | Blue",88.0,88.0,3.7,809,3,41.21,False,False,True,False,1000,"FREE delivery Tue, Sep 24",True
B07HB15NMK,AT&amp;T EL52513 5-Handset Cordless Phone with Answering System &amp; XL Backlit Keys,106.08,106.08,4.3,18566,3,62.42,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B0D6YZR64W,"DOOGEE Blade 10 Rugged Phone Unlocked Android 14,9GB+128GB/TF 2TB Octa Core Rugged Smartphone,6.56&quot; HD+ 90Hz Cell Phone,16MP Camera,4G Dual SIM IP68/IP69K Waterproof Phone,Widevine L1/GPS/Face ID",199.99,199.99,4.5,11,1,199.99,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B086R819LS,"VTech IS8151-5 Super Long Range 5 Handset DECT 6.0 Cordless Phone for Home with Answering Machine, 2300 ft Range, Call Blocking, Bluetooth, Headset Jack, Power Backup, Intercom, Expandable to 12 HS",148.87,164.95,4.2,8627,5,51.94,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B0B8W377RV,"Google Pixel 6a 5G, US Version, 128GB, Charcoal - Unlocked (Renewed)",172.49,172.49,3.9,982,7,139.85,False,False,False,False,400,FREE delivery Sep 23 - 25 Only 1 left in stock - order soon.,True
B08PMP778K,"Apple iPhone 12 Pro Max, 128GB, Pacific Blue - Fully Unlocked (Renewed)",469.99,469.99,4.2,9355,8,449.99,False,False,True,True,400,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 2 left in stock - order soon.",True
B0D897WH4K,Bold K50 | 5G| 2024 | 3-Day Battery | Unlocked | 6.7” FHD+ 3D AMOLED | 256/8GB | Triple 64MP Camera | US Version | US Warranty | Purple,199.99,199.99,4.1,21,1,199.99,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B0CKNHHZH1,"Cheap Smartphone， 5.0&#x27;&#x27; Android 9.0, 16GB ROM(Extendable to 128GB,Dual SIM Dual Camera, WiFi,Bluetooth,GPS Basic Mobile Phones (R10-Purple)",51.99,51.99,3.0,83,1,51.99,False,False,True,False,100,"FREE delivery Wed, Sep 25",True
B0D3F61948,"UMIDIGI G9 5G Cell Phone, Android 14 Unlocked Phones, 12(6+6) GB +128GB/1TB TF Expand, 5G Dual SIM, 50MP Camera, 6.75&quot; HD+ 90Hz Display, AI Face &amp; Fingerprint Unlock, 5000mAh Android Phone Green",143.99,143.99,4.3,90,1,143.99,False,False,True,False,200,"FREE delivery Tue, Sep 24",True
B09RNBM76R,"SAMSUNG Galaxy XCover6 Pro 5G | Rugged (IP68 Rated) Unlocked (Verizon, AT&amp;T, T-Mobile, US Cellular) | Dual Sim (1 Nano + 1 eSIM) | 128GB | US Version (2022 Model) | Black (SM-G736UZKEXAA)",124.99,499.99,3.9,98,7,98.99,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B0C5B736X3,Samsung Galaxy S23 5G Factory Unlocked 128GB - Phantom Black (Renewed),379.55,379.55,4.1,361,16,325.05,False,False,False,False,500,"FREE delivery Mon, Sep 23 Only 1 left in stock - order soon.",True
B07Z6Q9NCZ,BLU Advance L5 | 2020 | Long Lasting Battery | Unlocked | 4.0” Display | 16GB | 5MP Camera | US Warranty | Black,70.74,70.74,3.3,3035,1,46.992,False,False,False,False,50,"FREE delivery Tue, Sep 24",False
B0D18SMB1X,"SAMSUNG Galaxy Z Fold 6 AI Cell Phone, 512GB Unlocked Android Smartphone, Circle to Search, Handsfree Live Interpreter, AI Photo Edits, Large Screen, 2024,US 1 Yr Manufacturer Warranty, Silver Shadow",1614.99,2019.99,4.1,83,10,1583.65,False,False,False,True,300,"FREE delivery Tomorrow, Sep 20 Only 5 left in stock - order soon.",True
B0BCQXY9H8,"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto, Wide Angle Lens, and 24-Hour Battery - 512GB - Snow",499.95,499.95,4.2,2755,4,485.0,False,False,True,True,50,"FREE delivery Wed, Sep 25",True
B09ZRTQXQ7,"Samsung Galaxy A13 5G (64GB, 4GB) 6.5&quot; HD+, 50MP Triple Camera, 5000mAh Battery, 5G / 4G Volte (for T-Mobile, Metro, Sprint Only) A136U (Black) (Renewed)",94.0,179.0,4.0,171,21,77.67,False,False,True,False,100,"FREE delivery Tue, Sep 24 Only 13 left in stock - order soon.",False
B0CWLJSSSX,"[New] VTech VG131-21 DECT 6.0 2-Handset Cordless Phone - Bluetooth Connection, Blue-White Display, Big Buttons, Full Duplex Speakerphone, Caller ID, Easy Wall Mount, 1000ft Range (Black)",30.52,32.95,4.2,40734,2,19.99,False,False,True,False,200,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B08HBPXM97,Kyocera DuraXV Extreme E4810 Verizon Rugged LTE Flip Basic Cell Phone Camera GPS Black- (Renewed),159.99,199.75,3.8,275,7,125.98,False,False,False,True,100,"FREE delivery Fri, Sep 27 Or fastest delivery Mon, Sep 23",False
B08H7RJLM2,"Samsung Galaxy S20 Ultra, 128GB, Cosmic Gray - Fully Unlocked (Renewed)",250.0,250.0,4.1,1968,27,223.95,False,False,False,True,400,"FREE delivery Sat, Sep 21 Only 15 left in stock - order soon.",False
B0CWWC2G6F,Nokia 110 4G | Dual SIM | GSM Unlocked Mobile Phone | Volte | Blue | International Version | Not AT&amp;T/Cricket/Verizon Compatible,39.99,39.99,3.7,31,3,31.59,False,False,True,False,400,"FREE delivery Tue, Sep 24",False
B0BKZDZ63C,"Traditional Red Landline Phone, Retro Corded Telephone with Message Indicator, Classic 2500 Analog Desk Phone, Vintage Corded Desk Telephone Large Button, Old Red Telephone Landline for School,Home",35.97,35.97,4.3,192,2,33.27,False,False,True,False,200,"FREE delivery Tue, Sep 24",False
B09GBLFSB2,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 128GB Storage US Warranty, Phantom Black (Renewed)",273.99,273.99,3.9,1574,11,204.99,False,False,False,True,200,"FREE delivery Sat, Sep 21 Only 9 left in stock - order soon.",False
B09MMLPD1L,MOTOROLA Moto ONE 5G UW ACE 64GB Volcanic Grey-(Verizon),75.05,75.05,4.0,84,3,50.0,False,False,True,False,200,"FREE delivery Tue, Sep 24",False
B088BF7ZDL,"AT&amp;T DL72319 DECT 6.0 3-Handset Cordless Phone for Home with Connect to Cell, Call Blocking, 1.8&quot; Backlit Screen, Big Buttons, intercom, and Unsurpassed Range",76.95,76.95,4.2,6801,3,34.68,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B09TG89P52,Motorola Edge + |2022| 4800mAh Battery | Unlocked | Made for US 8/512GB | 50MP Camera | Cosmos Blue,270.74,270.74,4.2,1804,3,192.55,False,False,True,False,100,"FREE delivery Tue, Sep 24",True
B08L9MY937,Samsung - Galaxy A71 A716U 5G Fully Unlocked 128GB - Prism Cube Black (Renewed),145.0,166.0,4.0,1769,16,111.1,False,False,True,True,300,"FREE delivery Tue, Sep 24",False
B00WHYS81A,"VTech CS6529-3 3-Handset Expandable Cordless Phone with Answering System-Caller ID/Call Waiting &amp; Backlit Display/Keypad, Silver",65.95,65.95,4.3,26175,3,35.25,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B09BM2FZ3M,OnePlus Nord N200 | 5G for T-Mobile U.S Version | 6.49&quot; Full HD+LCD Screen | 90Hz Smooth Display | Large 5000mAh Battery | Fast Charging | 64GB Storage | Triple Camera (T-Mobile) (Renewed),74.0,84.37,4.1,385,16,70.0,False,False,True,True,500,"FREE delivery Wed, Sep 25",False
B084HM9YWW,"Apple iPhone 11, US Version, 64GB, Black - T-Mobile (Renewed)",209.0,222.07,4.2,52783,1,209.0,False,False,False,True,100,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 7 left in stock - order soon.",True
B0764KJ4RK,"AT&amp;T CD4930 Corded Phone with Digital Answering System and Caller ID, Extra-Large Tilt Display &amp; Buttons, Black",49.85,49.85,4.4,13525,3,17.57,False,False,True,False,400,"FREE delivery Tue, Sep 24",False
B08KSGND8P,"SAMSUNG Galaxy S10 128GB 6.1&quot; 4G LTE Unlocked, Prism Black (Renewed)",149.85,149.85,4.2,187,14,139.99,False,False,False,True,500,"FREE delivery Sat, Sep 21 Only 3 left in stock - order soon.",False
B08HKRVZ4W,"Samsung Galaxy Note 20 5G (128GB, 8GB) 6.7&quot; AMOLED+, Snapdragon 865, Global 5G VoLTE (Fully Unlocked for AT&amp;T, Verizon, Sprint, Metro) N981U (Mystic Bronze) (Renewed)",225.0,598.98,4.3,940,19,190.95,False,False,False,True,400,"FREE delivery Thu, Sep 26 Or fastest delivery Tomorrow, Sep 20",True
B00FRS8UKM,"VTech CS6719-16 DECT 6.0 Phone with Caller ID/Call Waiting, 1 Cordless Handset, Red",20.23,21.95,4.4,37768,6,10.99,False,False,True,False,300,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0BSQXLQNK,Motorola Moto E13 Dual SIM 64GB ROM + 2GB RAM Factory Unlocked 4G Smartphone (Cosmic Black) - International Version,89.98,89.98,4.0,575,3,67.7,False,False,False,False,100,FREE deliveryOnly 1 left in stock - order soon.,False
B0BF8C19NJ,"AT&amp;T EL51303 3 Handset DECT 6.0 Cordless Home Phone Full-Duplex Handset Speakerphone,Backlit Display, Lighted Keypad,Caller ID/Call Waiting,Phonebook, Eco Mode,Voicemail Key,Quiet Mode,Intercom,Silver",55.04,55.04,4.3,17629,3,29.65,False,False,True,False,700,"FREE delivery Tue, Sep 24",False
B0CQ88L871,"Nothing Phone (2a) Smartphone Unlocked 5G Android Phone Dimensity 7200 Pro, 50MP Dual Camera, 6.7&#x27;&#x27; AMOLED Display, 5000mAh Battery, NFC (Milk, 12+256GB)",402.0,402.0,4.5,752,11,359.5,False,False,True,False,50,"FREE delivery Thu, Sep 26 Only 10 left in stock - order soon.",True
B08FRTH1KJ,Samsung S20+128GB Cloud Blue Unlocked (Renewed),199.99,199.99,4.1,3066,23,169.0,False,False,False,True,200,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 6 left in stock - order soon.",True
B07BZV9DST,"VTech DS6151-2 2 Handset 2-Line Cordless Phone System for Home or Small Business with Digital Answering System &amp; Mailbox on each line, Silver",96.87,109.95,4.1,1173,21,36.35,False,False,True,False,600,"FREE delivery Fri, Sep 27",False
B0BZK41SXZ,"Panasonic Cordless Phone with Advanced Call Block, Bilingual Caller ID and Easy to Read Large High-Contrast Display, Expandable System with 3 Handsets - KX-TGD813B (Black)",79.99,79.99,4.3,833,3,37.25,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B0CMPLN52T,"Apple iPhone 15, 128GB, Pink - Unlocked (Renewed)",620.05,661.99,4.4,566,21,615.99,False,False,False,False,200,FREE delivery Sep 24 - 25 Only 1 left in stock - order soon.,True
B0CCT2VXHC,"TracFone Nokia 2760 Flip, 4GB, Black - Prepaid Feature Phone (Locked) (Renewed)",14.99,14.99,3.7,60,1,14.99,False,False,True,False,500,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B08CFSZLQ4,Google Pixel 4a - Unlocked Android Smartphone - 128 GB of Storage - Up to 24 Hour Battery - Just Black,159.99,179.99,4.5,10417,15,149.99,False,False,False,True,200,"FREE delivery Sep 23 - 24 Or fastest delivery Tomorrow, Sep 20",True
B0CZ9SYQGY,"Panasonic Cordless Phone, Easy to Use with Large Display and Big Buttons, Flashing Favorites Key, Built in Flashlight, Call Block, Volume Boost, Talking Caller ID, 2 Cordless Handsets - KX-TGU432W",69.99,69.99,4.3,434,4,48.03,False,False,True,False,400,"FREE delivery Tue, Sep 24",False
B09BFRV59N,"SAMSUNG Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display Screen, Pro Grade Camera, All Day Intelligent Battery, US Version, 2022, White",319.95,348.28,4.5,14909,1,319.95,False,False,True,True,200,"FREE delivery Thu, Sep 26 Only 4 left in stock - order soon.",True
B08Y727NMK,"OnePlus 9 Winter Mist, 5G Unlocked Android Smartphone U.S Version, 8GB RAM+128GB Storage, 120Hz Fluid Display, Hasselblad Triple Camera, 65W Ultra Fast Charge, 15W Wireless Charge, with Alexa Built-in",188.89,599.99,4.2,1039,1,188.89,False,False,True,False,200,"FREE delivery Thu, Sep 26",True
B09Q7JLN13,SIMBROS Radiant Core Phone At&amp;t Unlocked u304aa 4g 5.5in 16GB Smart Phone simkey -Unlocked to Work on All GSM Carriers Like At&amp;t T-Mobile &amp; Cricket -Not for Verizon,39.99,49.99,3.0,58,1,39.99,False,False,True,True,50,"FREE delivery Tue, Sep 24",False
B0CL7RDZXD,"BLU C5 Max | Unlocked | 5.7” HD+ Display | 5MP Camera | (Red, 32GB)",54.99,54.99,3.3,679,2,44.99,False,False,True,False,100,"FREE delivery Tue, Sep 24",True
B0D9927L49,Motorola Moto G Power 5G | 2023 | Unlocked | Made for US 4/128GB | 50 MPCamera | Mineral Black,144.99,144.99,3.5,11,6,143.54,False,False,True,False,500,"FREE delivery Tue, Sep 24",False
B0C2G7GQ6H,Samsung Galaxy A54 5G 256GB + 8GB Unlocked Worldwide Dual Sim 6.4&quot; 120Hz 50MP Triple Cam - (Black),379.5,379.5,4.0,380,3,319.99,False,False,True,True,400,"FREE delivery Fri, Sep 27",False
B01LZV2HVG,"Panasonic Amplified Cordless Phone with Slow Talk, 40dB Volume Boost, 100dB Loud Visual Ringer, Hearing Aid Compatibility, Large Screen and Backlit Keypad - KX-TGM420W - 1 Handset (White)",103.76,119.99,4.3,1452,25,49.99,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B00V5ZJXNE,PANASONIC Corded/Cordless Phone System with Answering Machine and One Touch Call Blocking – 3 Handsets - KX-TGF353N (Champagne Gold),139.95,139.95,4.4,2038,4,92.89,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B07D2BHBYR,"AT&amp;T CL84107 DECT 6.0 Expandable Corded/Cordless Phone with Smart Call Blocker, Black/Silver with 1 Handset",76.95,88.14,4.4,5154,5,32.95,False,False,True,False,200,"FREE delivery Tue, Sep 24",False
B088XZFKJ5,Samsung Galaxy A20 32GB 6.4&quot; Display A205U Black Unlocked Smartphone (Renewed),91.75,199.95,3.9,641,17,56.1,False,False,False,True,100,"FREE delivery Sat, Sep 21 Only 3 left in stock - order soon.",False
B0CBNLS6BD,"Motorola Moto G Stylus | 2022 | 2-Day Battery | Unlocked | Made for US 4/128GB | 50MP Camera | Twilight Blue | 4G RAM, 4G/3G cellular technology",169.99,169.99,4.3,1240,7,74.63,False,False,True,False,200,"FREE delivery Wed, Sep 25",False
B07H8PXT7K,"Samsung Galaxy Note 9, 128GB, Lavender Purple - Unlocked (Renewed)",183.0,198.0,4.3,3281,6,156.0,False,False,False,True,100,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25,False
B0D1ZFS9GH,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Caramel Latte,349.99,399.99,4.3,55,3,335.72,False,False,True,False,400,"FREE delivery Tue, Sep 24",False
B08HHT4XTS,"Samsung Electronics Galaxy Note 20 Ultra 5G Factory Unlocked Android Cell Phone | US Version | 128GB of Storage | Mobile Gaming Smartphone | Mystic Bronze, SM-N986UZNAXAA (Renewed)",344.0,344.0,4.1,1866,22,294.0,False,False,True,True,400,"FREE delivery Thu, Sep 26 Only 5 left in stock - order soon.",True
B0CMDKX76Q,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Amber Yellow",859.99,859.99,4.4,424,1,859.99,False,False,True,True,50,"FREE delivery Tue, Sep 24",False
B0DCVTQBHL,"Magnetic for iPhone 16 Case,[Compatible with MagSafe][Military Grade Drop Protection] Anti-Fingerprint Translucent Matte Shockproof Protective Case for iPhone 16 Phone Case 6.1&quot;,Deep Purple",21.99,21.99,5.0,2,1,21.99,False,False,True,False,100,"FREE delivery Fri, Sep 27 on $35 of items shipped by Amazon",False
B0CKXNCDXY,"CAT S62 Rugged Cell Phone Unlocked (128GB, 4GB) 5.7&quot; IP68 Waterproof Android Smartphone, 12MP Dual Camera, All Day Battery, NFC, Fingerprint Unlock, Snapdragon 660 Nano Slot(Black) New",169.0,169.0,3.5,124,4,119.99,False,False,True,False,100,"FREE delivery Tue, Sep 24 Only 14 left in stock - order soon.",False
B0CHN7M531,"OnePlus Open, 16GB RAM+512GB, Dual-SIM, Voyager Black, US Factory Unlocked Android Smartphone, 4805 mAh Battery, 67W Fast Charging, Hasselblad Camera, 120Hz Fluid Display",1299.99,1699.99,4.1,218,4,1138.07,False,False,True,False,200,"FREE delivery Tue, Sep 24",True
B0CHDSGLCF,"NUU A15 Cell Phone 4GB + 128GB, Unlocked for Mint, Metro, T-Mobile, Qlink and More, Perfect for Teenagers, Dual SIM 4G, Octa-Core Helio G36 2.2GHz 6.5&quot; HD+, Android 13, Purple, US Warranty",119.99,119.99,4.0,210,1,119.99,False,False,True,False,100,"FREE delivery Tue, Sep 24",True
B0CLHHNWZQ,Samsung Galaxy S23 FE S711B 256GB Dual SIM GSM Unlocked Android Smartphone - Graphite,473.5,473.5,4.2,99,1,473.5,False,False,False,False,50,"FREE delivery Sep 24 - 26 Or fastest delivery Tomorrow, Sep 20 Only 3 left in stock - order soon.",True
B00NCUVOB4,"Panasonic 2-Line Corded/Cordless Phone System with 2 Handsets - Answering Machine, Link2Cell, 3-Way Conference, Call Block, Long Range DECT 6.0, Bluetooth - KX-TG9582B (Black)",229.0,229.0,4.1,1018,8,135.62,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B0DCQX683H,"Motorola One 5G UW Ace (64GB, 4GB) 6.7&quot;, Snapdragon 750G, 5000mAh Battery (US Model Only for Verizon, Visable, Straight Talk, Total, Xfinity) XT21131PP (w/Fast Charger, Volcanic Grey)",69.99,69.99,4.083860759493671,0,2,68.49,False,False,False,False,469,FREE delivery,False
B0CJCVV96Z,Nokia C2 2E | Android 11 (Go Edition) | Unlocked Smartphone | All Day Battery | Dual SIM | 2/32GB | 5.7-Inch Screen | International Version | Blue,59.99,59.99,3.2,18,2,59.39,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B0CCSF3WML,Straight Talk Apple iPhone 7 32GB - Silver,83.0,98.99,3.8,67,4,82.17,False,False,False,False,200,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25,False
B0CCT22SDM,"Total by Verizon Samsung Galaxy A14 5G, 64GB, Black - Prepaid Smartphone (Locked)",69.99,69.99,4.1,161,1,69.99,False,False,True,False,300,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24 Only 13 left in stock (more on the way).",False
B07TWYLQM7,"Apple iPhone SE, 32GB Gray Unlocked 1st Gen 2016 ATT Tmobile",99.99,99.99,3.6,232,1,99.99,False,False,False,True,100,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25,False
B0D7SBL8PJ,X40 Unlocked 5G Cell Phones 2024 Android 13 Mobile Phones With 24MP+50MP Camera 8GB+256GB 8-Core Smartphone 6.7&quot; HD Screen 6200 mAh Long Battery smartphone Dual SIM Adnroid phone(Elegant black),99.99,99.99,5.0,4,1,99.99,False,False,False,False,50,FREE delivery,True
B09V1NGFN4,SAMSUNG Galaxy S22 128 GB Green,235.9,250.0,4.0,807,27,199.5,False,False,False,True,400,"FREE delivery Tue, Sep 24 Or fastest delivery Sat, Sep 21",True
B0CHH6QWS1,Simple Mobile | Motorola Moto g Pure | Locked | 32GB | 4000 mAh Battery | 13 MP Dual Camera System | 6.5&quot; Max Vision HD+ Display | Blue,49.99,49.99,4.2,248,1,49.99,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B06X1B444W,"VTech Connect to Cell DS6771-3 DECT 6.0 Cordless Phone - Black, Silver, 6.9&quot; x 4&quot; x 6.6&quot;",98.25,109.99,4.1,2542,25,34.63,False,False,True,False,200,"FREE delivery Tue, Sep 24",False
B01K5N4QEM,Panasonic Expandable Cordless Phone System with Amber Backlit Display and Call Block – 1 Handset – KX-TGC350B (Black),31.49,34.99,4.3,2060,21,14.19,False,False,True,False,100,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0929127RH,"VTech IS8121-3 Super Long Range up to 2300 Feet DECT 6.0 Bluetooth 3 Handset Cordless Phone for Home with Answering Machine, Call Blocking, Connect to Cell, Intercom and Expandable to 5 Handsets",76.56,80.58,4.2,4051,3,48.26,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B0CMDRFVTL,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet",859.99,859.99,4.4,424,1,859.99,False,False,True,True,100,"FREE delivery Tue, Sep 24",False
B0DDMGMZY1,"TEAM LUXURY for iPhone 15 Case, [Military Grade Protection] Scratch-Resistant Back, Shockproof Phone Case for iPhone 15 6.1” (Black/Black)",7.99,7.99,4.8,20,1,7.99,False,False,True,True,50,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0CHYBX2L4,"Blackview Rugged Smartphone Unlocked, 2023 BV6200 Rugged Phones, 13000mAh Battery 18W Fast Charge, Android 13, 8GB+64GB/2TB Expand, Waterproof Mobile Phones, Three Card Slots, 6.56&quot; Display, T-Mobile",169.99,199.99,4.1,214,1,169.99,False,False,True,False,50,"FREE delivery Tue, Sep 24 Only 16 left in stock - order soon.",False
